0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"(157, 2)","(164, 12)","(55, 14)","(59, 7)","(190, 12)","(38, 2)","(43, 12)","(221, 5)","(184, 11)","(124, 9)","(57, 0)","(156, 4)","(46, 9)","(159, 12)","(32, 1)","(8, 3)","(240, 6)","(204, 6)","(139, 11)","(238, 0)","(97, 4)","(93, 0)","(22, 4)","(118, 2)","(11, 9)","(40, 5)","(26, 10)","(178, 0)","(28, 3)","(66, 11)","(18, 4)","(161, 2)","(16, 11)","(168, 12)","(103, 0)","(210, 14)","(127, 3)","(50, 11)","(198, 0)","(37, 7)","(223, 3)","(29, 7)","(63, 8)","(45, 12)","(148, 9)","(235, 13)","(181, 4)","(75, 9)","(183, 14)","(68, 0)","(149, 9)","(117, 10)","(97, 6)","(139, 14)","(181, 6)","(36, 11)","(121, 4)","(174, 10)","(113, 1)","(88, 11)","(108, 11)","(30, 10)","(56, 8)","(141, 8)","(236, 11)","(85, 9)","(57, 3)","(221, 1)","(20, 13)","(46, 8)","(193, 9)","(196, 4)","(125, 10)","(49, 0)","(235, 11)","(66, 10)","(126, 3)","(48, 14)","(155, 14)","(101, 6)","(229, 12)","(20, 8)","(102, 7)","(81, 4)","(28, 4)","(209, 6)","(158, 6)","(64, 5)","(62, 5)","(179, 8)","(130, 2)","(166, 3)","(127, 14)","(69, 7)","(84, 5)","(109, 11)","(118, 13)","(220, 12)","(116, 8)","(1, 8)"
"(157, 13)","(164, 0)","(55, 11)","(59, 14)","(190, 9)","(38, 3)","(43, 5)","(221, 8)","(184, 5)","(124, 12)","(57, 4)","(156, 12)","(46, 13)","(159, 2)","(32, 9)","(8, 13)","(240, 9)","(204, 1)","(139, 8)","(238, 5)","(97, 12)","(93, 10)","(22, 2)","(118, 10)","(11, 7)","(40, 3)","(26, 14)","(178, 6)","(28, 8)","(66, 6)","(18, 9)","(161, 7)","(16, 12)","(168, 1)","(103, 5)","(210, 1)","(127, 5)","(50, 12)","(198, 7)","(37, 8)","(223, 7)","(29, 11)","(63, 2)","(45, 7)","(148, 0)","(235, 9)","(181, 9)","(75, 6)","(183, 10)","(68, 6)","(149, 7)","(117, 8)","(97, 6)","(139, 14)","(181, 5)","(36, 4)","(121, 6)","(174, 2)","(113, 3)","(88, 9)","(108, 2)","(30, 11)","(56, 9)","(141, 6)","(236, 14)","(85, 3)","(57, 14)","(221, 12)","(20, 6)","(46, 8)","(193, 8)","(196, 14)","(125, 2)","(49, 7)","(235, 0)","(66, 6)","(126, 4)","(48, 2)","(155, 2)","(101, 11)","(229, 8)","(20, 3)","(102, 12)","(81, 5)","(28, 4)","(209, 11)","(158, 5)","(64, 10)","(62, 6)","(179, 1)","(130, 3)","(166, 6)","(127, 1)","(69, 2)","(84, 11)","(109, 6)","(118, 4)","(220, 13)","(116, 10)","(1, 14)"
"(157, 12)","(164, 9)","(55, 10)","(59, 9)","(190, 5)","(38, 9)","(43, 8)","(221, 10)","(184, 6)","(124, 11)","(57, 4)","(156, 11)","(46, 11)","(159, 6)","(32, 5)","(8, 14)","(240, 11)","(204, 11)","(139, 1)","(238, 3)","(97, 7)","(93, 8)","(22, 10)","(118, 13)","(11, 8)","(40, 0)","(26, 2)","(178, 8)","(28, 14)","(66, 10)","(18, 12)","(161, 14)","(16, 10)","(168, 8)","(103, 1)","(210, 12)","(127, 13)","(50, 7)","(198, 5)","(37, 12)","(223, 4)","(29, 4)","(63, 13)","(45, 4)","(148, 6)","(235, 7)","(181, 6)","(75, 11)","(183, 6)","(68, 5)","(149, 4)","(117, 4)","(97, 6)","(139, 14)","(181, 12)","(36, 10)","(121, 5)","(174, 5)","(113, 2)","(88, 10)","(108, 9)","(30, 9)","(56, 0)","(141, 3)","(236, 1)","(85, 1)","(57, 14)","(221, 8)","(20, 3)","(46, 10)","(193, 11)","(196, 8)","(125, 0)","(49, 3)","(235, 6)","(66, 10)","(126, 9)","(48, 3)","(155, 7)","(101, 5)","(229, 7)","(20, 2)","(102, 10)","(81, 1)","(28, 4)","(209, 11)","(158, 14)","(64, 1)","(62, 14)","(179, 10)","(130, 0)","(166, 11)","(127, 12)","(69, 0)","(84, 13)","(109, 10)","(118, 4)","(220, 3)","(116, 0)","(1, 4)"
"(157, 9)","(164, 11)","(55, 13)","(59, 2)","(190, 3)","(38, 7)","(43, 13)","(221, 0)","(184, 14)","(124, 3)","(57, 13)","(156, 8)","(46, 3)","(159, 0)","(32, 7)","(8, 10)","(240, 7)","(204, 2)","(139, 13)","(238, 4)","(97, 9)","(93, 13)","(22, 8)","(118, 9)","(11, 4)","(40, 7)","(26, 3)","(178, 14)","(28, 4)","(66, 3)","(18, 9)","(161, 4)","(16, 6)","(168, 3)","(103, 10)","(210, 8)","(127, 0)","(50, 10)","(198, 3)","(37, 9)","(223, 12)","(29, 0)","(63, 7)","(45, 2)","(148, 9)","(235, 8)","(181, 4)","(75, 0)","(183, 12)","(68, 10)","(149, 0)","(117, 11)","(97, 4)","(139, 14)","(181, 12)","(36, 7)","(121, 12)","(174, 14)","(113, 14)","(88, 4)","(108, 3)","(30, 14)","(56, 4)","(141, 8)","(236, 7)","(85, 11)","(57, 8)","(221, 6)","(20, 3)","(46, 6)","(193, 10)","(196, 0)","(125, 3)","(49, 1)","(235, 10)","(66, 6)","(126, 12)","(48, 10)","(155, 2)","(101, 6)","(229, 6)","(20, 4)","(102, 13)","(81, 10)","(28, 4)","(209, 4)","(158, 12)","(64, 4)","(62, 6)","(179, 6)","(130, 13)","(166, 0)","(127, 6)","(69, 5)","(84, 0)","(109, 14)","(118, 6)","(220, 5)","(116, 6)","(1, 6)"
"(157, 3)","(164, 3)","(55, 8)","(59, 10)","(190, 7)","(38, 0)","(43, 9)","(221, 1)","(184, 0)","(124, 8)","(57, 14)","(156, 3)","(46, 5)","(159, 10)","(32, 8)","(8, 5)","(240, 13)","(204, 12)","(139, 14)","(238, 10)","(97, 8)","(93, 1)","(22, 2)","(118, 1)","(11, 0)","(40, 5)","(26, 3)","(178, 12)","(28, 7)","(66, 1)","(18, 2)","(161, 5)","(16, 7)","(168, 10)","(103, 1)","(210, 6)","(127, 11)","(50, 4)","(198, 9)","(37, 14)","(223, 13)","(29, 7)","(63, 4)","(45, 11)","(148, 2)","(235, 1)","(181, 2)","(75, 10)","(183, 5)","(68, 7)","(149, 6)","(117, 2)","(97, 3)","(139, 1)","(181, 7)","(36, 2)","(121, 2)","(174, 4)","(113, 7)","(88, 6)","(108, 12)","(30, 10)","(56, 7)","(141, 9)","(236, 6)","(85, 2)","(57, 7)","(221, 0)","(20, 1)","(46, 6)","(193, 2)","(196, 1)","(125, 1)","(49, 3)","(235, 13)","(66, 7)","(126, 7)","(48, 10)","(155, 9)","(101, 7)","(229, 7)","(20, 12)","(102, 9)","(81, 6)","(28, 4)","(209, 8)","(158, 3)","(64, 5)","(62, 1)","(179, 3)","(130, 6)","(166, 1)","(127, 6)","(69, 13)","(84, 4)","(109, 6)","(118, 9)","(220, 14)","(116, 7)","(1, 9)"
"(157, 12)","(164, 10)","(55, 12)","(59, 1)","(190, 9)","(38, 5)","(43, 13)","(221, 7)","(184, 6)","(124, 6)","(57, 1)","(156, 5)","(46, 2)","(159, 5)","(32, 9)","(8, 1)","(240, 3)","(204, 14)","(139, 4)","(238, 5)","(97, 6)","(93, 4)","(22, 1)","(118, 11)","(11, 12)","(40, 14)","(26, 8)","(178, 6)","(28, 13)","(66, 3)","(18, 10)","(161, 3)","(16, 3)","(168, 9)","(103, 3)","(210, 8)","(127, 6)","(50, 11)","(198, 1)","(37, 0)","(223, 4)","(29, 2)","(63, 13)","(45, 12)","(148, 8)","(235, 10)","(181, 3)","(75, 0)","(183, 2)","(68, 4)","(149, 2)","(117, 2)","(97, 5)","(139, 14)","(181, 8)","(36, 0)","(121, 5)","(174, 0)","(113, 4)","(88, 14)","(108, 1)","(30, 3)","(56, 6)","(141, 14)","(236, 9)","(85, 6)","(57, 7)","(221, 13)","(20, 3)","(46, 9)","(193, 9)","(196, 2)","(125, 4)","(49, 1)","(235, 7)","(66, 14)","(126, 6)","(48, 13)","(155, 6)","(101, 10)","(229, 9)","(20, 10)","(102, 3)","(81, 0)","(28, 4)","(209, 4)","(158, 13)","(64, 2)","(62, 9)","(179, 12)","(130, 10)","(166, 8)","(127, 6)","(69, 1)","(84, 1)","(109, 10)","(118, 11)","(220, 11)","(116, 9)","(1, 1)"
"(157, 8)","(164, 4)","(55, 9)","(59, 3)","(190, 12)","(38, 10)","(43, 10)","(221, 9)","(184, 2)","(124, 3)","(57, 10)","(156, 12)","(46, 12)","(159, 10)","(32, 13)","(8, 9)","(240, 1)","(204, 10)","(139, 10)","(238, 6)","(97, 5)","(93, 7)","(22, 14)","(118, 13)","(11, 2)","(40, 6)","(26, 4)","(178, 10)","(28, 8)","(66, 0)","(18, 3)","(161, 13)","(16, 5)","(168, 12)","(103, 5)","(210, 10)","(127, 5)","(50, 1)","(198, 6)","(37, 5)","(223, 2)","(29, 3)","(63, 0)","(45, 11)","(148, 4)","(235, 5)","(181, 10)","(75, 3)","(183, 6)","(68, 5)","(149, 3)","(117, 2)","(97, 1)","(139, 14)","(181, 14)","(36, 2)","(121, 1)","(174, 1)","(113, 4)","(88, 2)","(108, 13)","(30, 5)","(56, 13)","(141, 9)","(236, 2)","(85, 14)","(57, 4)","(221, 10)","(20, 3)","(46, 12)","(193, 0)","(196, 1)","(125, 14)","(49, 6)","(235, 1)","(66, 12)","(126, 5)","(48, 2)","(155, 13)","(101, 13)","(229, 0)","(20, 0)","(102, 4)","(81, 2)","(28, 9)","(209, 12)","(158, 9)","(64, 1)","(62, 8)","(179, 14)","(130, 3)","(166, 10)","(127, 6)","(69, 14)","(84, 2)","(109, 13)","(118, 10)","(220, 8)","(116, 1)","(1, 5)"
"(157, 9)","(164, 2)","(55, 5)","(59, 11)","(190, 13)","(38, 12)","(43, 14)","(221, 4)","(184, 10)","(124, 6)","(57, 1)","(156, 2)","(46, 14)","(159, 1)","(32, 2)","(8, 0)","(240, 1)","(204, 2)","(139, 5)","(238, 1)","(97, 3)","(93, 4)","(22, 5)","(118, 12)","(11, 6)","(40, 9)","(26, 6)","(178, 8)","(28, 4)","(66, 2)","(18, 9)","(161, 5)","(16, 1)","(168, 14)","(103, 0)","(210, 11)","(127, 4)","(50, 5)","(198, 6)","(37, 6)","(223, 2)","(29, 5)","(63, 5)","(45, 8)","(148, 3)","(235, 14)","(181, 0)","(75, 14)","(183, 3)","(68, 12)","(149, 3)","(117, 14)","(97, 1)","(139, 13)","(181, 14)","(36, 9)","(121, 6)","(174, 6)","(113, 6)","(88, 7)","(108, 12)","(30, 6)","(56, 12)","(141, 11)","(236, 12)","(85, 0)","(57, 3)","(221, 1)","(20, 5)","(46, 3)","(193, 7)","(196, 7)","(125, 11)","(49, 10)","(235, 1)","(66, 11)","(126, 11)","(48, 3)","(155, 10)","(101, 13)","(229, 8)","(20, 14)","(102, 2)","(81, 14)","(28, 9)","(209, 5)","(158, 8)","(64, 10)","(62, 1)","(179, 7)","(130, 5)","(166, 12)","(127, 6)","(69, 13)","(84, 2)","(109, 6)","(118, 10)","(220, 0)","(116, 8)","(1, 0)"
"(157, 6)","(164, 7)","(55, 13)","(59, 7)","(190, 1)","(38, 2)","(43, 11)","(221, 5)","(184, 1)","(124, 14)","(57, 10)","(156, 6)","(46, 5)","(159, 3)","(32, 14)","(8, 7)","(240, 4)","(204, 4)","(139, 5)","(238, 14)","(97, 11)","(93, 3)","(22, 4)","(118, 9)","(11, 5)","(40, 7)","(26, 3)","(178, 2)","(28, 9)","(66, 13)","(18, 12)","(161, 9)","(16, 7)","(168, 12)","(103, 12)","(210, 0)","(127, 2)","(50, 8)","(198, 8)","(37, 2)","(223, 13)","(29, 10)","(63, 6)","(45, 11)","(148, 4)","(235, 12)","(181, 7)","(75, 2)","(183, 5)","(68, 8)","(149, 8)","(117, 6)","(97, 12)","(139, 9)","(181, 11)","(36, 2)","(121, 0)","(174, 12)","(113, 5)","(88, 0)","(108, 0)","(30, 2)","(56, 5)","(141, 10)","(236, 4)","(85, 13)","(57, 5)","(221, 2)","(20, 14)","(46, 0)","(193, 5)","(196, 0)","(125, 13)","(49, 9)","(235, 5)","(66, 8)","(126, 10)","(48, 3)","(155, 5)","(101, 12)","(229, 2)","(20, 14)","(102, 0)","(81, 11)","(28, 13)","(209, 10)","(158, 1)","(64, 2)","(62, 11)","(179, 2)","(130, 14)","(166, 7)","(127, 5)","(69, 13)","(84, 3)","(109, 11)","(118, 11)","(220, 6)","(116, 10)","(1, 4)"
"(157, 11)","(164, 2)","(55, 12)","(59, 6)","(190, 3)","(38, 6)","(43, 4)","(221, 3)","(184, 3)","(124, 1)","(57, 1)","(156, 1)","(46, 8)","(159, 0)","(32, 4)","(8, 4)","(240, 14)","(204, 0)","(139, 7)","(238, 5)","(97, 13)","(93, 5)","(22, 6)","(118, 5)","(11, 1)","(40, 4)","(26, 1)","(178, 12)","(28, 10)","(66, 4)","(18, 11)","(161, 5)","(16, 2)","(168, 12)","(103, 13)","(210, 3)","(127, 3)","(50, 10)","(198, 13)","(37, 4)","(223, 10)","(29, 2)","(63, 4)","(45, 4)","(148, 13)","(235, 2)","(181, 0)","(75, 12)","(183, 8)","(68, 5)","(149, 10)","(117, 8)","(97, 6)","(139, 11)","(181, 0)","(36, 8)","(121, 11)","(174, 11)","(113, 10)","(88, 13)","(108, 4)","(30, 7)","(56, 1)","(141, 8)","(236, 10)","(85, 10)","(57, 6)","(221, 3)","(20, 0)","(46, 8)","(193, 2)","(196, 13)","(125, 8)","(49, 9)","(235, 5)","(66, 2)","(126, 8)","(48, 9)","(155, 3)","(101, 13)","(229, 13)","(20, 7)","(102, 0)","(81, 8)","(28, 13)","(209, 0)","(158, 3)","(64, 14)","(62, 2)","(179, 4)","(130, 6)","(166, 2)","(127, 5)","(69, 12)","(84, 10)","(109, 12)","(118, 13)","(220, 4)","(116, 10)","(1, 11)"
"(157, 14)","(164, 13)","(55, 7)","(59, 1)","(190, 4)","(38, 1)","(43, 10)","(221, 2)","(184, 12)","(124, 13)","(57, 7)","(156, 11)","(46, 7)","(159, 2)","(32, 12)","(8, 11)","(240, 6)","(204, 13)","(139, 9)","(238, 6)","(97, 12)","(93, 13)","(22, 3)","(118, 6)","(11, 6)","(40, 1)","(26, 3)","(178, 6)","(28, 0)","(66, 1)","(18, 5)","(161, 13)","(16, 8)","(168, 0)","(103, 1)","(210, 7)","(127, 8)","(50, 0)","(198, 6)","(37, 14)","(223, 11)","(29, 3)","(63, 5)","(45, 14)","(148, 10)","(235, 3)","(181, 10)","(75, 5)","(183, 12)","(68, 7)","(149, 14)","(117, 0)","(97, 7)","(139, 10)","(181, 0)","(36, 3)","(121, 14)","(174, 13)","(113, 14)","(88, 8)","(108, 10)","(30, 13)","(56, 12)","(141, 4)","(236, 14)","(85, 13)","(57, 7)","(221, 3)","(20, 7)","(46, 9)","(193, 14)","(196, 9)","(125, 9)","(49, 2)","(235, 12)","(66, 0)","(126, 1)","(48, 0)","(155, 4)","(101, 8)","(229, 3)","(20, 0)","(102, 0)","(81, 7)","(28, 13)","(209, 8)","(158, 12)","(64, 4)","(62, 9)","(179, 8)","(130, 7)","(166, 4)","(127, 5)","(69, 1)","(84, 10)","(109, 9)","(118, 2)","(220, 11)","(116, 12)","(1, 3)"
"(157, 8)","(164, 1)","(55, 1)","(59, 2)","(190, 9)","(38, 14)","(43, 12)","(221, 10)","(184, 7)","(124, 4)","(57, 13)","(156, 0)","(46, 8)","(159, 14)","(32, 0)","(8, 12)","(240, 8)","(204, 8)","(139, 6)","(238, 1)","(97, 14)","(93, 9)","(22, 9)","(118, 11)","(11, 3)","(40, 11)","(26, 5)","(178, 3)","(28, 1)","(66, 9)","(18, 8)","(161, 4)","(16, 9)","(168, 12)","(103, 9)","(210, 13)","(127, 8)","(50, 6)","(198, 12)","(37, 11)","(223, 11)","(29, 14)","(63, 3)","(45, 6)","(148, 2)","(235, 4)","(181, 1)","(75, 14)","(183, 3)","(68, 4)","(149, 1)","(117, 0)","(97, 13)","(139, 3)","(181, 9)","(36, 9)","(121, 8)","(174, 2)","(113, 9)","(88, 1)","(108, 6)","(30, 6)","(56, 3)","(141, 3)","(236, 3)","(85, 4)","(57, 7)","(221, 3)","(20, 2)","(46, 13)","(193, 2)","(196, 7)","(125, 14)","(49, 13)","(235, 4)","(66, 4)","(126, 8)","(48, 7)","(155, 2)","(101, 2)","(229, 9)","(20, 2)","(102, 7)","(81, 12)","(28, 3)","(209, 2)","(158, 7)","(64, 3)","(62, 6)","(179, 4)","(130, 9)","(166, 4)","(127, 6)","(69, 14)","(84, 14)","(109, 1)","(118, 4)","(220, 9)","(116, 4)","(1, 14)"
"(157, 10)","(164, 5)","(55, 6)","(59, 4)","(190, 10)","(38, 4)","(43, 14)","(221, 9)","(184, 8)","(124, 10)","(57, 12)","(156, 8)","(46, 5)","(159, 5)","(32, 6)","(8, 7)","(240, 5)","(204, 3)","(139, 11)","(238, 9)","(97, 0)","(93, 6)","(22, 10)","(118, 3)","(11, 13)","(40, 8)","(26, 0)","(178, 1)","(28, 11)","(66, 5)","(18, 5)","(161, 10)","(16, 5)","(168, 1)","(103, 11)","(210, 3)","(127, 4)","(50, 3)","(198, 10)","(37, 3)","(223, 11)","(29, 0)","(63, 11)","(45, 9)","(148, 3)","(235, 6)","(181, 7)","(75, 8)","(183, 8)","(68, 9)","(149, 0)","(117, 5)","(97, 14)","(139, 3)","(181, 3)","(36, 6)","(121, 14)","(174, 6)","(113, 6)","(88, 5)","(108, 0)","(30, 12)","(56, 6)","(141, 0)","(236, 8)","(85, 3)","(57, 0)","(221, 12)","(20, 8)","(46, 14)","(193, 6)","(196, 2)","(125, 12)","(49, 4)","(235, 7)","(66, 4)","(126, 12)","(48, 1)","(155, 3)","(101, 6)","(229, 14)","(20, 9)","(102, 14)","(81, 3)","(28, 14)","(209, 7)","(158, 13)","(64, 6)","(62, 8)","(179, 2)","(130, 9)","(166, 14)","(127, 5)","(69, 1)","(84, 14)","(109, 11)","(118, 3)","(220, 10)","(116, 4)","(1, 12)"
"(157, 6)","(164, 6)","(55, 12)","(59, 13)","(190, 2)","(38, 0)","(43, 6)","(221, 14)","(184, 9)","(124, 7)","(57, 10)","(156, 7)","(46, 0)","(159, 2)","(32, 11)","(8, 14)","(240, 13)","(204, 7)","(139, 2)","(238, 8)","(97, 6)","(93, 9)","(22, 3)","(118, 4)","(11, 12)","(40, 13)","(26, 7)","(178, 11)","(28, 6)","(66, 8)","(18, 14)","(161, 0)","(16, 0)","(168, 5)","(103, 14)","(210, 8)","(127, 12)","(50, 1)","(198, 4)","(37, 1)","(223, 11)","(29, 12)","(63, 10)","(45, 7)","(148, 11)","(235, 2)","(181, 12)","(75, 0)","(183, 1)","(68, 14)","(149, 11)","(117, 9)","(97, 3)","(139, 3)","(181, 12)","(36, 12)","(121, 13)","(174, 11)","(113, 4)","(88, 6)","(108, 7)","(30, 3)","(56, 5)","(141, 7)","(236, 0)","(85, 5)","(57, 1)","(221, 8)","(20, 10)","(46, 11)","(193, 13)","(196, 5)","(125, 7)","(49, 11)","(235, 0)","(66, 4)","(126, 13)","(48, 13)","(155, 2)","(101, 14)","(229, 4)","(20, 3)","(102, 5)","(81, 9)","(28, 7)","(209, 7)","(158, 11)","(64, 5)","(62, 0)","(179, 2)","(130, 1)","(166, 13)","(127, 5)","(69, 1)","(84, 14)","(109, 3)","(118, 0)","(220, 2)","(116, 4)","(1, 2)"
